time,precip,site,version,selected_lat,selected_lon
1983-12-03,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-04,3.4147382,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-05,4.6814585,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-06,0.0884683,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-07,0.10176005,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-08,0.5040544,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-09,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-10,0.13552089,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-11,0.62014145,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-12,0.6094432,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-13,2.307224,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-14,0.8018682,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-15,0.9132979,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-16,0.08026761,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-17,0.104462214,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-18,1.201688,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-19,2.4925404,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-20,5.4754415,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-21,2.2506175,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-22,0.77152276,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-23,1.5245576,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-24,3.0046468,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-25,0.7458886,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-26,3.0455244,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-27,0.5041839,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-28,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-29,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-30,0.07988879,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1983-12-31,0.30236033,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-01,0.21863031,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-02,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-03,0.020311862,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-04,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-05,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-06,0.31920058,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-07,0.86939996,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-08,1.6480219,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-09,1.7564604,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-10,1.4455286,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-11,1.9089923,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-12,0.061001208,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-13,1.3165851,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-14,1.0682838,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-15,2.8808396,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-16,2.711921,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-17,2.084287,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-18,0.92347777,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-19,1.2026742,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-20,0.67396146,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-21,1.4680719,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-22,2.4569097,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-23,2.257928,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-24,1.2352269,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-25,2.9387076,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-26,0.44758183,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-27,0.43152606,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-28,0.023628563,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-29,0.63325703,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-30,0.3109587,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-01-31,0.30471548,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-01,0.8919478,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-02,0.024172405,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-03,4.949895,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-04,4.1443024,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-05,4.881993,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-06,3.5716746,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-07,4.267171,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-08,2.655069,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-09,3.2216756,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-10,1.9226729,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-11,4.6669517,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-12,5.5338807,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-13,3.2423332,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-14,2.3979974,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-15,1.3673937,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-16,1.3212245,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-17,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-18,0.5631009,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-19,0.9847705,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-20,0.12860045,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-21,2.2909899,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-22,2.6361878,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-23,5.447048,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-24,4.883603,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-25,3.390369,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-26,1.670629,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-27,2.7143142,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-28,1.1281364,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-02-29,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-01,4.598699,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-02,2.5707784,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-03,2.8224745,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-04,0.78127366,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-05,1.4134382,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-06,3.1152549,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-07,2.7994564,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-08,4.31794,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-09,2.3320692,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-10,2.105748,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-11,2.5346422,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-12,3.607727,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-13,3.5874386,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-14,2.7255754,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-15,0.31173825,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-16,0.45186144,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-17,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-18,0.08980144,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-19,3.3740788,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-20,3.3292124,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-21,2.3453898,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-22,2.277615,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-23,2.0075333,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-24,2.3595507,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-25,2.3401527,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-26,1.2661848,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-27,1.4165831,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-28,0.5955981,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-29,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-30,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-03-31,1.4846641,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-01,1.1904397,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-02,0.6763538,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-03,1.2284765,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-04,0.84283775,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-05,0.92827874,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-06,0.094559744,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-07,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-08,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-09,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-10,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-11,0.39905772,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-12,0.14031447,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-13,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-14,1.02661,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-15,0.12259962,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-16,2.9972444,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-17,0.67928743,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-18,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-19,0.117412545,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-20,0.28461194,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-21,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-22,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-23,0.32017115,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-24,0.6868434,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-25,0.18931,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-26,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-27,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-28,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-29,0.4701917,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-04-30,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-01,1.0265398,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-02,0.93933195,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-03,0.9626552,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-04,0.9403696,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-05,1.3961883,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-06,0.80456406,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-07,0.9867325,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-08,1.4635004,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-09,0.8573273,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-10,1.6294574,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-11,1.2670949,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-12,0.20961492,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-13,0.07188804,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-14,0.07229357,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-15,0.14302364,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-16,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-17,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-18,0.07027577,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-19,0.038497236,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-20,0.1939356,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-21,0.12637961,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-22,0.13611537,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-23,0.04335071,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-24,0.124775104,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-25,0.050098374,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-26,0.4651498,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-27,0.17442535,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-28,0.11152294,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-29,0.16885471,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-30,0.2888177,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-05-31,0.27561072,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-01,0.05063287,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-02,0.023617096,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-03,0.090164796,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-04,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-05,0.075404376,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-06,0.06299306,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-07,0.061381653,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-08,0.045825128,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-09,0.2478573,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-10,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-11,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-12,0.026143912,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-13,0.0051434413,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-14,5.4013257e-05,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-15,0.019110354,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-16,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-17,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-18,0.14314814,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-19,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-20,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-21,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-22,0.02733782,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-23,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-24,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-25,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-26,0.0051229335,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-27,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-28,0.16863006,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-29,0.05053523,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-06-30,0.0158228,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-01,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-02,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-03,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-04,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-05,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-06,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-07,0.07770784,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-08,0.10298183,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-09,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-10,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-11,0.043779135,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-12,0.02475626,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-13,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-14,0.12957363,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-15,0.1983201,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-16,0.07967015,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-17,0.034683924,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-18,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-19,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-20,0.012018053,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-21,0.003928975,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-22,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-23,0.0022222875,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-24,0.008910514,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-25,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-26,0.008722024,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-27,0.00970203,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-28,0.018817749,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-29,0.049680885,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-30,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-07-31,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-01,0.050617542,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-02,0.09747277,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-03,0.10117389,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-04,0.013915915,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-05,0.020683214,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-06,0.1038176,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-07,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-08,0.051698375,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-09,0.22462666,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-10,0.3461821,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-11,0.10768512,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-12,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-13,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-14,0.0057051377,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-15,0.004720142,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-16,0.021952769,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-17,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-18,0.13680255,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-19,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-20,0.10064455,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-21,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-22,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-23,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-24,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-25,0.2844704,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-26,0.17089032,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-27,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-28,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-29,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-30,0.004399096,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-08-31,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-01,0.012686128,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-02,0.05059032,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-03,0.0018154635,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-04,0.0059600784,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-05,0.014453135,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-06,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-07,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-08,0.085110456,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-09,0.7152765,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-10,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-11,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-12,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-13,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-14,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-15,0.019016886,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-16,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-17,0.004524217,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-18,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-19,0.029173717,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-20,0.15209766,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-21,0.95760113,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-22,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-23,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-24,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-25,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-26,0.041616,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-27,0.16705337,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-28,0.0076110177,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-29,0.07015507,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-09-30,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-01,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-02,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-03,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-04,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-05,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-06,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-07,0.9514348,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-08,1.0022672,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-09,0.93010724,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-10,0.42666373,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-11,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-12,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-13,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-14,0.39787772,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-15,2.6034667,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-16,2.671534,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-17,3.44373,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-18,2.3455803,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-19,1.116103,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-20,1.7001613,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-21,1.2911847,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-22,0.68771505,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-23,0.8628363,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-24,1.1850597,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-25,0.14943226,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-26,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-27,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-28,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-29,0.48722342,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-30,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-10-31,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-11-01,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-11-02,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
1984-11-03,0.0,Shukkloc,PISCO_v3,-9.650000000000002,-77.75
